participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.payoff,player.id_in_group,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.is_demo
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,100,4,-99,-99,0,0,100,5,1.6,106.6,4,14,17,22,30,1,3,6,11,1,5,0,1,0,1,19,1.5,9,7.25,26,44,35,49,0.809165368,2.606618116,1,15,16,0.4,72,0,0,4,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,100,4,-99,-99,0,0,100,5,1.6,106.6,4,14,14,15,15,1,3,6,11,1,5,0,0,0,0,19,1.5,9,7.25,26,44,64,95,1.024501216,3.591675157,1,15,16,0.4,72,0,0,4,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,100,4,-99,-99,0,0,100,5,1.6,106.6,4,15,16,14,14,1,3,6,11,0,5,0,0,0,0,19,1.5,9,7.25,26,44,64,95,1.024501216,3.591675157,1,15,16,0.4,72,0,0,4,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,100,4,-99,-99,0,0,100,5,1.6,106.6,4,14,15,16,19,1,3,6,11,1,5,0,0,1,0,19,1.5,9,7.25,26,44,64,60,0.545523313,3.4161205,1,15,16,0.4,72,0,0,4,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,45.2,8,-99,-99,0,0,45.2,2.26,8,55.46,8,17,18,20,15,2,4,7,12,1,5,0,0,0,1,19.75,1.25,9.25,7.5,27,45,64,86,1.202543315,3.209460217,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,106.6,4,-99,-99,-1,16,122.6,6.13,3,131.73,3,16,16,17,20,2,4,7,12,0,5,0,0,0,0,19.75,1.25,9.25,7.5,27,45,64,86,1.005127306,3.600066504,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,168,0,-99,-99,0,0,168,8.4,0,176.4,0,13,13,13,13,2,4,7,12,3,0,1,0,0,1,19.75,1.25,9.25,7.5,27,16,21,25,0.111245381,2.34485846,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,168,0,-99,-99,0,0,168,8.4,0,176.4,0,14,15,17,19,2,4,7,12,2,5,0,0,1,1,19.75,1.25,9.25,7.5,27,45,64,60,0.911506583,3.306240075,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,91.25,5,-99,-99,1,-16,75.25,3.76,6,85.01,6,15,16,19,25,2,4,7,12,1,5,1,0,1,0,19.75,1.25,9.25,7.5,27,16,21,18,-0.783243526,2.865584119,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,152.65,1,-99,-99,-1,16,168.65,8.43,0,177.08,0,15,16,17,16,2,4,7,12,1,5,0,0,0,1,19.75,1.25,9.25,7.5,27,45,64,86,1.202543315,3.209460217,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,106.6,4,-99,-99,0,0,106.6,5.33,4,115.93,4,15,13,14,15,2,4,7,12,1,5,1,0,0,0,19.75,1.25,9.25,7.5,27,16,21,25,-0.428953521,2.989817284,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,106.6,4,-99,-99,0,0,106.6,5.33,4,115.93,4,16,17,20,17,2,4,7,12,0,5,1,0,0,0,19.75,1.25,9.25,7.5,27,16,21,25,-0.428953521,2.989817284,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,152.65,1,-99,-99,3,-48,104.65,5.23,4,113.88,4,14,14,14,14,2,4,7,12,2,5,0,0,1,1,19.75,1.25,9.25,7.5,27,45,64,60,0.911506583,3.306240075,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,137.3,2,-99,-99,0,0,137.3,6.87,2,146.17,2,9,7,10,6,2,4,7,12,7,0,0,1,0,1,19.75,1.25,9.25,7.5,27,45,36,50,0.802664072,2.438899813,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,14.5,10,-99,-99,-3,48,62.5,3.13,7,72.63,7,5,9,15,14,2,4,7,12,11,0,0,0,0,1,19.75,1.25,9.25,7.5,27,45,64,86,1.202543315,3.209460217,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,29.85,9,-99,-99,0,0,29.85,1.49,9,40.34,9,15,17,20,21,2,4,7,12,1,5,0,0,0,1,19.75,1.25,9.25,7.5,27,45,64,86,1.202543315,3.209460217,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,106.6,4,-99,-99,0,0,106.6,5.33,4,115.93,4,15,14,21,,2,4,7,12,1,5,0,0,1,1,19.75,1.25,9.25,7.5,27,45,64,60,0.911506583,3.306240075,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,106.6,4,-99,-99,0,0,106.6,5.33,4,115.93,4,15,15,16,16,2,4,7,12,1,5,0,0,1,1,19.75,1.25,9.25,7.5,27,45,64,60,0.911506583,3.306240075,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,106.6,4,-99,-99,0,0,106.6,5.33,4,115.93,4,17,20,24,28,2,4,7,12,1,5,0,1,0,1,19.75,1.25,9.25,7.5,27,45,36,50,0.802664072,2.438899813,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,106.6,4,-99,-99,-1,16,122.6,6.13,3,131.73,3,15,15,16,17,2,4,7,12,1,5,0,0,0,0,19.75,1.25,9.25,7.5,27,45,64,86,1.005127306,3.600066504,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,106.6,4,-99,-99,2,-32,74.6,3.73,6,84.33,6,16,17,17,18,2,4,7,12,0,5,0,0,0,1,19.75,1.25,9.25,7.5,27,45,64,86,1.202543315,3.209460217,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,106.6,4,-99,-99,0,0,106.6,5.33,4,115.93,4,15,16,18,20,2,4,7,12,1,5,0,1,0,0,19.75,1.25,9.25,7.5,27,45,36,50,0.2066004,3.188763944,1,16,6,1,72,0,0,5,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,55.46,8,-99,-99,-5,80,135.46,6.77,1.2,143.43,3,16,17,15,17,3,5,8,13,0,5,0,0,0,1,18.5,1.25,11,8.5,37,55,72,95,1.172317858,3.106839817,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,131.73,3,-99,-99,0,0,131.73,6.59,1.2,139.52,3,16,17,18,21,3,5,8,13,0,5,0,0,0,0,18.5,1.25,11,8.5,37,55,72,95,0.967576432,3.619603985,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,176.4,0,-99,-99,0,0,176.4,8.82,0,185.22,0,15,15,16,16,3,5,8,13,1,5,0,1,1,1,18.5,1.25,11,8.5,37,55,47,42,0.032787475,2.96600165,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,176.4,0,-99,-99,0,0,176.4,8.82,0,185.22,0,16,17,18,19,3,5,8,13,0,5,0,1,0,0,18.5,1.25,11,8.5,37,55,47,61,0.201605664,3.147705999,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,85.01,6,-99,-99,0,0,85.01,4.25,2.4,91.66,6,16,17,21,24,3,5,8,13,0,5,1,1,0,0,18.5,1.25,11,8.5,37,25,20,22,-1.05591749,2.809554237,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,177.08,0,-99,-99,0,0,177.08,8.85,0,185.93,0,16,17,17,16,3,5,8,13,0,5,0,0,1,1,18.5,1.25,11,8.5,37,55,72,69,0.883451565,3.32339648,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,115.93,4,-99,-99,0,0,115.93,5.8,1.6,123.33,4,12,13,13,19,3,5,8,13,4,0,0,0,0,1,18.5,1.25,11,8.5,37,55,72,95,1.172317858,3.106839817,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,115.93,4,-99,-99,0,0,115.93,5.8,1.6,123.33,4,16,18,21,16,3,5,8,13,0,5,1,0,0,1,18.5,1.25,11,8.5,37,25,31,40,0.611560924,1.562595053,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,113.88,4,-99,-99,0,0,113.88,5.69,1.6,121.17,4,15,15,15,14,3,5,8,13,1,5,0,1,1,1,18.5,1.25,11,8.5,37,55,47,42,0.032787475,2.96600165,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,146.17,2,-99,-99,0,0,146.17,7.31,0.8,154.28,2,3,35,35,25,3,5,8,13,13,0,1,0,0,0,18.5,1.25,11,8.5,37,25,31,40,-0.423989658,3.020918421,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,72.63,7,-99,-99,0,0,72.63,3.63,2.8,79.06,7,5,7,10,13,3,5,8,13,11,0,0,0,1,0,18.5,1.25,11,8.5,37,55,72,69,0.487412688,3.373111965,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,40.34,9,-99,-99,0,0,40.34,2.02,3.6,45.96,9,17,17,20,25,3,5,8,13,1,5,0,0,1,1,18.5,1.25,11,8.5,37,55,72,69,0.883451565,3.32339648,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,115.93,4,-99,-99,0,0,115.93,5.8,1.6,123.33,4,17,17,19,20,3,5,8,13,1,5,,0,1,0,18.5,1.25,11,8.5,37,37,55,47,-0.108510348,2.976159073,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,115.93,4,-99,-99,0,0,115.93,5.8,1.6,123.33,4,16,16,16,16,3,5,8,13,0,5,0,0,1,1,18.5,1.25,11,8.5,37,55,72,69,0.883451565,3.32339648,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,115.93,4,-99,-99,3,-48,67.93,3.4,2.8,74.13,7,18,20,23,29,3,5,8,13,2,5,0,1,1,0,18.5,1.25,11,8.5,37,55,47,42,-0.25170313,2.986452717,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,131.73,3,-99,-99,0,0,131.73,6.59,1.2,139.52,3,17,18,18,19,3,5,8,13,1,5,0,0,0,0,18.5,1.25,11,8.5,37,55,72,95,0.967576432,3.619603985,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,84.33,6,-99,-99,2,-32,52.33,2.62,3.2,58.15,8,16,17,17,16,3,5,8,13,0,5,0,0,0,1,18.5,1.25,11,8.5,37,55,72,95,1.172317858,3.106839817,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,115.93,4,-99,-99,0,0,115.93,5.8,1.6,123.33,4,16,17,19,20,3,5,8,13,0,5,0,,,0,18.5,1.25,11,8.5,37,55,55,55,0.14453384,2.96014219,1,16,5,0.4,72,0,0,6,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,143.43,3,-99,-99,-3,51,194.43,9.72,0,204.15,0,15,15,14,17,4,6,9,14,2,5,0,0,0,1,18.75,1.5,10.75,8.25,34,51,68,96,1.177220059,3.015780593,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,139.52,3,-99,-99,-3,51,190.52,9.53,0,200.05,0,16,18,18,21,4,6,9,14,1,5,0,0,0,1,18.75,1.5,10.75,8.25,34,51,68,96,1.177220059,3.015780593,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,185.22,0,-99,-99,0,0,185.22,9.26,0,194.48,0,15,17,16,16,4,6,9,14,2,5,0,1,1,0,18.75,1.5,10.75,8.25,34,51,44,39,-0.243958574,2.995658275,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,185.22,0,-99,-99,0,0,185.22,9.26,0,194.48,0,16,16,17,18,4,6,9,14,1,5,0,0,0,1,18.75,1.5,10.75,8.25,34,51,68,96,1.177220059,3.015780593,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,91.66,6,-99,-99,0,0,91.66,4.58,6,102.24,6,15,16,21,25,4,6,9,14,2,5,1,1,0,0,18.75,1.5,10.75,8.25,34,23,18,20,-1.033634408,2.78599387,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,185.93,0,-99,-99,0,0,185.93,9.3,0,195.23,0,16,17,18,17,4,6,9,14,1,5,0,0,0,1,18.75,1.5,10.75,8.25,34,51,68,96,1.177220059,3.015780593,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,123.33,4,-99,-99,-2,34,157.33,7.87,2,167.2,2,16,16,18,20,4,6,9,14,1,5,1,0,0,0,18.75,1.5,10.75,8.25,34,23,28,38,-0.37692039,2.956454705,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,123.33,4,-99,-99,1,-17,106.33,5.32,5,116.65,5,17,20,20,17,4,6,9,14,0,5,1,0,0,1,18.75,1.5,10.75,8.25,34,23,28,38,0.675267679,1.665792145,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,121.17,4,-99,-99,0,0,121.17,6.06,4,131.23,4,15,15,14,15,4,6,9,14,2,5,0,1,0,0,18.75,1.5,10.75,8.25,34,51,44,57,0.221366782,3.111596121,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,154.28,2,-99,-99,4,-68,86.28,4.31,6,96.59,6,12,17,12,18,4,6,9,14,5,0,0,0,1,1,18.75,1.5,10.75,8.25,34,51,68,66,0.886538271,3.307924237,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,79.06,7,-99,-99,3,-51,28.06,1.4,10,39.46,10,5,8,13,13,4,6,9,14,12,0,0,0,0,0,18.75,1.5,10.75,8.25,34,51,68,96,0.95968473,3.631474029,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,45.96,9,-99,-99,0,0,45.96,2.3,9,57.26,9,17,19,23,25,4,6,9,14,0,5,0,0,1,1,18.75,1.5,10.75,8.25,34,51,68,66,0.886538271,3.307924237,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,123.33,4,-99,-99,0,0,123.33,6.17,4,133.5,4,16,17,18,18,4,6,9,14,1,5,,0,0,1,18.75,1.5,10.75,8.25,34,34,51,68,1.003874992,3.506401684,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,123.33,4,-99,-99,0,0,123.33,6.17,4,133.5,4,15,16,17,17,4,6,9,14,2,5,0,0,1,1,18.75,1.5,10.75,8.25,34,51,68,66,0.886538271,3.307924237,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,74.13,7,-99,-99,0,0,74.13,3.71,7,84.84,7,18,21,24,28,4,6,9,14,1,5,0,1,0,1,18.75,1.5,10.75,8.25,34,51,44,57,0.833084159,2.553233849,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,139.52,3,-99,-99,0,0,139.52,6.98,3,149.5,3,17,17,18,19,4,6,9,14,0,5,0,0,0,0,18.75,1.5,10.75,8.25,34,51,68,96,0.95968473,3.631474029,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,58.15,8,-99,-99,0,0,58.15,2.91,8,69.06,8,17,16,16,18,4,6,9,14,0,5,,0,0,0,18.75,1.5,10.75,8.25,34,34,51,68,0.628089875,3.364437926,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,123.33,4,-99,-99,0,0,123.33,6.17,4,133.5,4,16,18,19,22,4,6,9,14,1,5,0,0,1,1,18.75,1.5,10.75,8.25,34,51,68,66,0.886538271,3.307924237,1,17,8,1,72,0,0,7,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,204.15,0,-99,-99,0,0,204.15,10.21,0,214.36,0,18,16,17,15,5,7,10,15,1,5,0,0,0,1,17.5,1.5,11,7,32,50,69,99,1.158556928,2.996181413,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,200.05,0,-99,-99,0,0,200.05,10,0,210.05,0,17,17,19,20,5,7,10,15,0,5,0,0,0,1,17.5,1.5,11,7,32,50,69,99,1.158556928,2.996181413,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,194.48,0,-99,-99,0,0,194.48,9.72,0,204.2,0,17,15,15,19,5,7,10,15,0,5,0,1,1,0,17.5,1.5,11,7,32,50,42,37,-0.283571917,2.972196066,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,194.48,0,-99,-99,0,0,194.48,9.72,0,204.2,0,17,17,18,18,5,7,10,15,0,5,0,0,1,1,17.5,1.5,11,7,32,50,69,67,0.87227113,3.309519038,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,102.24,6,-99,-99,5,-85,17.24,0.86,11,29.1,11,16,18,23,29,5,7,10,15,1,5,,1,1,0,17.5,1.5,11,7,32,32,20,15,-1.271873606,2.832472457,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,195.23,0,-99,-99,2,-34,161.23,8.06,2,171.29,2,17,18,18,17,5,7,10,15,0,5,0,0,0,1,17.5,1.5,11,7,32,50,69,99,1.158556928,2.996181413,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,167.2,2,-99,-99,0,0,167.2,8.36,2,177.56,2,15,15,18,24,5,7,10,15,2,5,0,1,1,1,17.5,1.5,11,7,32,50,42,37,0.010995502,2.959153369,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,116.65,5,-99,-99,1,-17,99.65,4.98,6,110.63,6,18,22,20,18,5,7,10,15,1,5,0,1,1,1,17.5,1.5,11,7,32,50,42,37,0.010995502,2.959153369,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,131.23,4,-99,-99,-3,51,182.23,9.11,1,192.34,1,15,15,14,14,5,7,10,15,2,5,0,0,0,1,17.5,1.5,11,7,32,50,69,99,1.158556928,2.996181413,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,96.59,6,-99,-99,-1,17,113.59,5.68,5,124.27,5,16,8,6,19,5,7,10,15,1,5,,0,1,0,17.5,1.5,11,7,32,32,50,42,-0.135427779,2.96563662,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,39.46,10,-99,-99,-5,85,124.46,6.22,5,135.68,5,5,8,10,11,5,7,10,15,12,0,0,0,1,0,17.5,1.5,11,7,32,50,69,67,0.452742833,3.414665014,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
